date = 2024-06-30 20:27:37.574, timestamp = 351140213109958, x = 812, y = 914
date = 2024-06-30 20:27:39.575, timestamp = 351142214322979, x = 1009, y = 153
date = 2024-06-30 20:27:41.455, timestamp = 351144094432874, x = 727, y = 82
date = 2024-06-30 20:27:43.697, timestamp = 351146335907874, x = 840, y = 1834
date = 2024-06-30 20:27:45.562, timestamp = 351148201225061, x = 1000, y = 512
date = 2024-06-30 20:27:47.568, timestamp = 351150207592248, x = 1026, y = 615
date = 2024-06-30 20:27:49.566, timestamp = 351152205502144, x = 962, y = 2016
date = 2024-06-30 20:27:51.439, timestamp = 351154078495894, x = 978, y = 1421
date = 2024-06-30 20:27:53.338, timestamp = 351155976992248, x = 418, y = 344
date = 2024-06-30 20:27:55.155, timestamp = 351157794315164, x = 417, y = 224
date = 2024-06-30 20:27:56.986, timestamp = 351159624950580, x = 832, y = 244
date = 2024-06-30 20:27:58.953, timestamp = 351161591942247, x = 278, y = 1167
date = 2024-06-30 20:28:03.914, timestamp = 351166553825058, x = 876, y = 206
date = 2024-06-30 20:28:05.896, timestamp = 351168535392766, x = 213, y = 212
date = 2024-06-30 20:28:07.677, timestamp = 351170316367245, x = 405, y = 1695
date = 2024-06-30 20:28:09.924, timestamp = 351172563803703, x = 836, y = 1775
date = 2024-06-30 20:28:12.070, timestamp = 351174709266203, x = 110, y = 1089
date = 2024-06-30 20:28:13.987, timestamp = 351176626335994, x = 187, y = 823
date = 2024-06-30 20:28:15.792, timestamp = 351178431550577, x = 667, y = 1114
date = 2024-06-30 20:28:17.667, timestamp = 351180306504223, x = 316, y = 1248
date = 2024-06-30 20:28:19.683, timestamp = 351182322929744, x = 532, y = 2066
date = 2024-06-30 20:28:21.456, timestamp = 351184095528702, x = 628, y = 696
date = 2024-06-30 20:28:23.550, timestamp = 351186189191722, x = 692, y = 1794
date = 2024-06-30 20:28:25.545, timestamp = 351188184670368, x = 246, y = 1502
date = 2024-06-30 20:28:27.632, timestamp = 351190271580263, x = 75, y = 330
date = 2024-06-30 20:28:29.732, timestamp = 351192371756305, x = 841, y = 90
date = 2024-06-30 20:28:31.884, timestamp = 351194523192242, x = 394, y = 1507
date = 2024-06-30 20:28:33.950, timestamp = 351196589043804, x = 882, y = 375
date = 2024-06-30 20:28:36.002, timestamp = 351198641018804, x = 329, y = 1829
date = 2024-06-30 20:28:39.696, timestamp = 351202335689115, x = 755, y = 272
date = 2024-06-30 20:28:41.475, timestamp = 351204114267240, x = 205, y = 1307
date = 2024-06-30 20:28:43.448, timestamp = 351206086991198, x = 1026, y = 803
date = 2024-06-30 20:28:45.336, timestamp = 351207975736510, x = 656, y = 1507
date = 2024-06-30 20:28:47.276, timestamp = 351209915330260, x = 547, y = 2060
date = 2024-06-30 20:28:49.437, timestamp = 351212076151093, x = 439, y = 480
date = 2024-06-30 20:28:51.461, timestamp = 351214100290676, x = 941, y = 1198
date = 2024-06-30 20:28:53.413, timestamp = 351216052463593, x = 802, y = 1926
date = 2024-06-30 20:28:55.258, timestamp = 351217897730259, x = 623, y = 42
date = 2024-06-30 20:28:57.150, timestamp = 351219789628175, x = 538, y = 325
date = 2024-06-30 20:28:59.105, timestamp = 351221744171404, x = 988, y = 1966
date = 2024-06-30 20:29:01.030, timestamp = 351223669000050, x = 989, y = 71
date = 2024-06-30 20:29:03.084, timestamp = 351225723152133, x = 987, y = 1272
date = 2024-06-30 20:29:04.953, timestamp = 351227592444320, x = 322, y = 220
date = 2024-06-30 20:29:06.735, timestamp = 351229374258382, x = 598, y = 710
date = 2024-06-30 20:29:08.643, timestamp = 351231282155778, x = 454, y = 1366
date = 2024-06-30 20:29:10.685, timestamp = 351233324625048, x = 648, y = 342
date = 2024-06-30 20:29:12.722, timestamp = 351235361378694, x = 1013, y = 773
date = 2024-06-30 20:29:14.911, timestamp = 351237550429735, x = 244, y = 972
date = 2024-06-30 20:29:17.016, timestamp = 351239655085985, x = 893, y = 1691
date = 2024-06-30 20:29:19.054, timestamp = 351241693128693, x = 1021, y = 2022
date = 2024-06-30 20:29:20.919, timestamp = 351243558572963, x = 577, y = 736
date = 2024-06-30 20:29:22.902, timestamp = 351245541904734, x = 861, y = 1463
date = 2024-06-30 20:29:24.722, timestamp = 351247361056817, x = 1032, y = 220
date = 2024-06-30 20:29:26.715, timestamp = 351249354308900, x = 243, y = 1368
date = 2024-06-30 20:29:29.007, timestamp = 351251646633900, x = 135, y = 1166
date = 2024-06-30 20:29:31.302, timestamp = 351253941830253, x = 469, y = 1800
date = 2024-06-30 20:29:33.536, timestamp = 351256175553170, x = 581, y = 1781
date = 2024-06-30 20:29:35.400, timestamp = 351258039879732, x = 294, y = 2021
date = 2024-06-30 20:29:37.460, timestamp = 351260099270357, x = 257, y = 177
date = 2024-06-30 20:29:39.538, timestamp = 351262177033898, x = 95, y = 1203
date = 2024-06-30 20:29:41.355, timestamp = 351263994228689, x = 385, y = 1281
date = 2024-06-30 20:29:43.094, timestamp = 351265733386502, x = 691, y = 335
date = 2024-06-30 20:29:44.995, timestamp = 351267634369835, x = 168, y = 1169
date = 2024-06-30 20:29:46.912, timestamp = 351269551579730, x = 380, y = 127
date = 2024-06-30 20:29:48.682, timestamp = 351271321175042, x = 692, y = 276
date = 2024-06-30 20:29:50.366, timestamp = 351273005242751, x = 673, y = 143
date = 2024-06-30 20:29:52.290, timestamp = 351274928992750, x = 112, y = 1823
date = 2024-06-30 20:29:54.185, timestamp = 351276824671396, x = 452, y = 92
date = 2024-06-30 20:29:56.009, timestamp = 351278648670875, x = 844, y = 1039
date = 2024-06-30 20:29:57.874, timestamp = 351280513509416, x = 243, y = 1602
date = 2024-06-30 20:29:59.775, timestamp = 351282413971916, x = 150, y = 467
date = 2024-06-30 20:30:02.368, timestamp = 351285007478686, x = 287, y = 644
date = 2024-06-30 20:30:04.303, timestamp = 351286942457853, x = 412, y = 1808
date = 2024-06-30 20:30:06.257, timestamp = 351288896694311, x = 1009, y = 314
date = 2024-06-30 20:30:08.224, timestamp = 351290863042748, x = 1020, y = 1890
date = 2024-06-30 20:30:10.220, timestamp = 351292858985977, x = 743, y = 223
date = 2024-06-30 20:30:12.447, timestamp = 351295086610976, x = 828, y = 382
date = 2024-06-30 20:30:14.291, timestamp = 351296930883372, x = 384, y = 188
date = 2024-06-30 20:30:16.574, timestamp = 351299213568788, x = 923, y = 1752
date = 2024-06-30 20:30:18.405, timestamp = 351301044879205, x = 580, y = 132
date = 2024-06-30 20:30:20.244, timestamp = 351302883002121, x = 332, y = 385
date = 2024-06-30 20:30:22.263, timestamp = 351304902813579, x = 75, y = 1991
date = 2024-06-30 20:30:24.035, timestamp = 351306674211495, x = 405, y = 622
date = 2024-06-30 20:30:25.779, timestamp = 351308418035453, x = 732, y = 741
date = 2024-06-30 20:30:27.679, timestamp = 351310318451078, x = 207, y = 1929
date = 2024-06-30 20:30:29.487, timestamp = 351312126885453, x = 683, y = 1319
date = 2024-06-30 20:30:31.321, timestamp = 351313960710453, x = 337, y = 567
date = 2024-06-30 20:30:33.145, timestamp = 351315784851598, x = 764, y = 1024
date = 2024-06-30 20:30:35.027, timestamp = 351317666113056, x = 883, y = 2077
date = 2024-06-30 20:30:36.880, timestamp = 351319519208368, x = 817, y = 92
date = 2024-06-30 20:30:38.717, timestamp = 351321356600035, x = 833, y = 1455
date = 2024-06-30 20:30:40.602, timestamp = 351323241261493, x = 132, y = 127
date = 2024-06-30 20:30:42.595, timestamp = 351325233939097, x = 797, y = 1060
date = 2024-06-30 20:30:44.488, timestamp = 351327127819826, x = 77, y = 1800
date = 2024-06-30 20:30:46.285, timestamp = 351328924171388, x = 806, y = 1245
date = 2024-06-30 20:30:48.068, timestamp = 351330707291700, x = 493, y = 1579
date = 2024-06-30 20:30:49.821, timestamp = 351332460200033, x = 881, y = 641
date = 2024-06-30 20:30:51.674, timestamp = 351334313205241, x = 596, y = 82
date = 2024-06-30 20:30:53.495, timestamp = 351336134246908, x = 145, y = 1083
date = 2024-06-30 20:30:55.328, timestamp = 351337967008366, x = 589, y = 2076
date = 2024-06-30 20:30:57.217, timestamp = 351339855972949, x = 924, y = 1239
date = 2024-06-30 20:30:59.087, timestamp = 351341726415657, x = 337, y = 2028
date = 2024-06-30 20:31:00.937, timestamp = 351343576529719, x = 134, y = 1438
date = 2024-06-30 20:31:02.723, timestamp = 351345362855239, x = 789, y = 1000
date = 2024-06-30 20:31:04.546, timestamp = 351347184944823, x = 767, y = 1952
date = 2024-06-30 20:31:06.433, timestamp = 351349072754197, x = 958, y = 409
date = 2024-06-30 20:31:08.230, timestamp = 351350869088572, x = 154, y = 1095
date = 2024-06-30 20:31:10.115, timestamp = 351352754460968, x = 64, y = 140
date = 2024-06-30 20:31:12.003, timestamp = 351354642427113, x = 724, y = 1855
date = 2024-06-30 20:31:13.777, timestamp = 351356416919300, x = 547, y = 157
date = 2024-06-30 20:31:15.629, timestamp = 351358268735967, x = 775, y = 1696
date = 2024-06-30 20:31:17.331, timestamp = 351359970548466, x = 611, y = 457
date = 2024-06-30 20:31:19.193, timestamp = 351361832501070, x = 71, y = 622
date = 2024-06-30 20:31:21.135, timestamp = 351363774364091, x = 138, y = 180
date = 2024-06-30 20:31:22.884, timestamp = 351365523348466, x = 577, y = 1055
date = 2024-06-30 20:31:24.786, timestamp = 351367425707319, x = 798, y = 298
date = 2024-06-30 20:31:26.529, timestamp = 351369168865132, x = 851, y = 638
date = 2024-06-30 20:31:28.416, timestamp = 351371055282840, x = 987, y = 1527
date = 2024-06-30 20:31:30.204, timestamp = 351372842953673, x = 744, y = 371
date = 2024-06-30 20:31:32.043, timestamp = 351374682555235, x = 790, y = 1758
date = 2024-06-30 20:31:33.924, timestamp = 351376563073985, x = 233, y = 388
date = 2024-06-30 20:31:35.929, timestamp = 351378568213047, x = 645, y = 736
date = 2024-06-30 20:31:37.733, timestamp = 351380372825547, x = 658, y = 935
date = 2024-06-30 20:31:39.814, timestamp = 351382453527630, x = 853, y = 1377
date = 2024-06-30 20:31:41.705, timestamp = 351384344875546, x = 840, y = 1989
date = 2024-06-30 20:31:43.707, timestamp = 351386346480754, x = 75, y = 186
date = 2024-06-30 20:31:45.624, timestamp = 351388263930754, x = 576, y = 1068
date = 2024-06-30 20:31:47.393, timestamp = 351390032311483, x = 903, y = 570
date = 2024-06-30 20:31:49.359, timestamp = 351391998801587, x = 978, y = 85
date = 2024-06-30 20:31:51.453, timestamp = 351394092051586, x = 111, y = 799
date = 2024-06-30 20:31:53.276, timestamp = 351395915832836, x = 787, y = 415
date = 2024-06-30 20:31:55.259, timestamp = 351397898915127, x = 595, y = 1685
date = 2024-06-30 20:31:57.325, timestamp = 351399964408877, x = 337, y = 82
date = 2024-06-30 20:31:59.281, timestamp = 351401920595856, x = 139, y = 1018
date = 2024-06-30 20:32:01.298, timestamp = 351403937044293, x = 406, y = 966
date = 2024-06-30 20:32:03.582, timestamp = 351406221543251, x = 65, y = 1305
date = 2024-06-30 20:32:05.620, timestamp = 351408259132313, x = 314, y = 1162
date = 2024-06-30 20:32:07.633, timestamp = 351410272709917, x = 227, y = 383
date = 2024-06-30 20:32:09.609, timestamp = 351412248089083, x = 114, y = 1896
date = 2024-06-30 20:32:11.568, timestamp = 351414207894812, x = 76, y = 1656
date = 2024-06-30 20:32:13.695, timestamp = 351416333970854, x = 927, y = 1939
date = 2024-06-30 20:32:15.681, timestamp = 351418320716687, x = 72, y = 1632
date = 2024-06-30 20:32:17.637, timestamp = 351420276767728, x = 393, y = 1073
date = 2024-06-30 20:32:19.757, timestamp = 351422396708874, x = 1000, y = 2051
date = 2024-06-30 20:32:21.650, timestamp = 351424289060436, x = 198, y = 1796
date = 2024-06-30 20:32:23.496, timestamp = 351426135047936, x = 630, y = 1044
date = 2024-06-30 20:32:25.379, timestamp = 351428018707831, x = 513, y = 880
date = 2024-06-30 20:32:27.245, timestamp = 351429884892727, x = 441, y = 1332
date = 2024-06-30 20:32:29.118, timestamp = 351431757031268, x = 308, y = 856
date = 2024-06-30 20:32:31.018, timestamp = 351433657847934, x = 660, y = 1757
date = 2024-06-30 20:32:33.051, timestamp = 351435690612517, x = 68, y = 501
date = 2024-06-30 20:32:35.348, timestamp = 351437987293246, x = 779, y = 1797
date = 2024-06-30 20:32:37.210, timestamp = 351439849205746, x = 739, y = 1518
date = 2024-06-30 20:32:38.945, timestamp = 351441584100537, x = 574, y = 833
date = 2024-06-30 20:32:40.676, timestamp = 351443315480745, x = 650, y = 682
date = 2024-06-30 20:32:42.502, timestamp = 351445140995328, x = 858, y = 1594
date = 2024-06-30 20:32:44.420, timestamp = 351447059179703, x = 133, y = 483
date = 2024-06-30 20:32:46.220, timestamp = 351448859831786, x = 566, y = 996
date = 2024-06-30 20:32:48.087, timestamp = 351450726532307, x = 212, y = 1038
date = 2024-06-30 20:32:49.972, timestamp = 351452611761994, x = 106, y = 1291
date = 2024-06-30 20:32:51.838, timestamp = 351454477181785, x = 934, y = 886
date = 2024-06-30 20:32:53.778, timestamp = 351456417290118, x = 135, y = 1250
date = 2024-06-30 20:32:55.617, timestamp = 351458256222931, x = 108, y = 1395
date = 2024-06-30 20:32:57.156, timestamp = 351459795298451, x = 615, y = 279
date = 2024-06-30 20:32:58.907, timestamp = 351461546160430, x = 316, y = 811
date = 2024-06-30 20:33:00.678, timestamp = 351463316930742, x = 586, y = 84
date = 2024-06-30 20:33:02.553, timestamp = 351465192585430, x = 287, y = 2019
date = 2024-06-30 20:33:04.319, timestamp = 351466958656783, x = 244, y = 170
date = 2024-06-30 20:33:06.191, timestamp = 351468830358346, x = 193, y = 130
date = 2024-06-30 20:33:07.972, timestamp = 351470611538033, x = 430, y = 805
date = 2024-06-30 20:33:10.114, timestamp = 351472753510949, x = 855, y = 884
date = 2024-06-30 20:33:12.137, timestamp = 351474776275011, x = 112, y = 2008
date = 2024-06-30 20:33:13.891, timestamp = 351476530391157, x = 298, y = 1366
date = 2024-06-30 20:33:15.717, timestamp = 351478356140636, x = 790, y = 1736
date = 2024-06-30 20:33:17.761, timestamp = 351480400648969, x = 423, y = 1200
date = 2024-06-30 20:33:19.875, timestamp = 351482514723969, x = 89, y = 1144
date = 2024-06-30 20:33:21.728, timestamp = 351484367521364, x = 261, y = 1813
date = 2024-06-30 20:33:23.476, timestamp = 351486115177093, x = 937, y = 1494
date = 2024-06-30 20:33:25.380, timestamp = 351488019214072, x = 206, y = 291
date = 2024-06-30 20:33:27.156, timestamp = 351489795048967, x = 572, y = 1100
date = 2024-06-30 20:33:29.038, timestamp = 351491677333863, x = 259, y = 124
date = 2024-06-30 20:33:30.772, timestamp = 351493411069800, x = 959, y = 117
date = 2024-06-30 20:33:32.497, timestamp = 351495136324487, x = 895, y = 227
date = 2024-06-30 20:33:34.210, timestamp = 351496849721362, x = 823, y = 412
date = 2024-06-30 20:33:36.037, timestamp = 351498676161987, x = 627, y = 1262
date = 2024-06-30 20:33:38.049, timestamp = 351500688776570, x = 464, y = 75
date = 2024-06-30 20:33:39.892, timestamp = 351502531368236, x = 456, y = 135
date = 2024-06-30 20:33:41.739, timestamp = 351504378798965, x = 211, y = 1245
date = 2024-06-30 20:33:43.553, timestamp = 351506192773965, x = 676, y = 1092
date = 2024-06-30 20:33:45.524, timestamp = 351508163944798, x = 396, y = 1859
date = 2024-06-30 20:33:47.323, timestamp = 351509962897923, x = 817, y = 916
date = 2024-06-30 20:33:49.246, timestamp = 351511885351047, x = 577, y = 2052
date = 2024-06-30 20:33:51.062, timestamp = 351513701295318, x = 293, y = 1111
date = 2024-06-30 20:33:52.783, timestamp = 351515422866151, x = 817, y = 170
date = 2024-06-30 20:33:54.608, timestamp = 351517246930213, x = 587, y = 1511
date = 2024-06-30 20:33:56.556, timestamp = 351519195571880, x = 185, y = 1438
date = 2024-06-30 20:33:58.438, timestamp = 351521077886984, x = 210, y = 1314
date = 2024-06-30 20:34:00.305, timestamp = 351522944640629, x = 453, y = 1726
date = 2024-06-30 20:34:02.316, timestamp = 351524954981775, x = 138, y = 506
date = 2024-06-30 20:34:04.115, timestamp = 351526754310941, x = 950, y = 191
date = 2024-06-30 20:34:05.935, timestamp = 351528574541149, x = 336, y = 1246
date = 2024-06-30 20:34:07.655, timestamp = 351530294151045, x = 409, y = 284
date = 2024-06-30 20:34:09.597, timestamp = 351532236330211, x = 792, y = 451
date = 2024-06-30 20:34:11.385, timestamp = 351534024921357, x = 582, y = 334
date = 2024-06-30 20:34:13.224, timestamp = 351535863295315, x = 249, y = 1380
date = 2024-06-30 20:34:15.147, timestamp = 351537786465627, x = 63, y = 1460
date = 2024-06-30 20:34:17.045, timestamp = 351539684183856, x = 99, y = 1232
date = 2024-06-30 20:34:18.624, timestamp = 351541263148439, x = 999, y = 556
date = 2024-06-30 20:34:20.352, timestamp = 351542991745314, x = 865, y = 581
date = 2024-06-30 20:34:22.384, timestamp = 351545023769792, x = 167, y = 1867
date = 2024-06-30 20:34:24.337, timestamp = 351546976801042, x = 84, y = 2014
date = 2024-06-30 20:34:26.461, timestamp = 351549100525000, x = 114, y = 134
date = 2024-06-30 20:34:28.433, timestamp = 351551072325521, x = 34, y = 2001
date = 2024-06-30 20:34:30.208, timestamp = 351552847137500, x = 1032, y = 1131
date = 2024-06-30 20:34:32.145, timestamp = 351554784780728, x = 85, y = 1234
date = 2024-06-30 20:34:34.169, timestamp = 351556808895311, x = 67, y = 1788
date = 2024-06-30 20:34:35.903, timestamp = 351558542409894, x = 924, y = 1315
date = 2024-06-30 20:34:38.580, timestamp = 351561218997394, x = 174, y = 2059
date = 2024-06-30 20:34:40.479, timestamp = 351563118292706, x = 120, y = 828
date = 2024-06-30 20:34:42.584, timestamp = 351565223520831, x = 998, y = 778
date = 2024-06-30 20:34:44.580, timestamp = 351567219785935, x = 208, y = 666
date = 2024-06-30 20:34:46.539, timestamp = 351569178221872, x = 165, y = 1091
date = 2024-06-30 20:34:48.607, timestamp = 351571246417184, x = 94, y = 541
date = 2024-06-30 20:34:50.749, timestamp = 351573388357809, x = 860, y = 1446
date = 2024-06-30 20:34:53.071, timestamp = 351575710672392, x = 476, y = 1968
date = 2024-06-30 20:34:54.927, timestamp = 351577566047392, x = 609, y = 1453
date = 2024-06-30 20:34:56.943, timestamp = 351579582823954, x = 902, y = 238
date = 2024-06-30 20:34:58.955, timestamp = 351581594090620, x = 86, y = 583
date = 2024-06-30 20:35:01.223, timestamp = 351583862769786, x = 787, y = 404
date = 2024-06-30 20:35:03.194, timestamp = 351585833703119, x = 759, y = 1246
date = 2024-06-30 20:35:05.147, timestamp = 351587786016140, x = 68, y = 1045
date = 2024-06-30 20:35:07.122, timestamp = 351589761745827, x = 864, y = 64
date = 2024-06-30 20:35:08.920, timestamp = 351591559619264, x = 457, y = 1291
date = 2024-06-30 20:35:10.738, timestamp = 351593377507285, x = 1030, y = 868
date = 2024-06-30 20:35:12.666, timestamp = 351595305516139, x = 408, y = 513
date = 2024-06-30 20:35:14.441, timestamp = 351597080639055, x = 838, y = 276
date = 2024-06-30 20:35:16.298, timestamp = 351598936959888, x = 249, y = 1238
date = 2024-06-30 20:35:18.097, timestamp = 351600736315617, x = 339, y = 1123
date = 2024-06-30 20:35:19.804, timestamp = 351602443673429, x = 638, y = 875
date = 2024-06-30 20:35:21.917, timestamp = 351604555998950, x = 101, y = 1701
date = 2024-06-30 20:35:29.332, timestamp = 351611971503636, x = 250, y = 1502
date = 2024-06-30 20:35:31.268, timestamp = 351613907751032, x = 93, y = 970
date = 2024-06-30 20:35:33.524, timestamp = 351616163268219, x = 53, y = 572
date = 2024-06-30 20:35:35.399, timestamp = 351618038842177, x = 61, y = 1116
date = 2024-06-30 20:35:37.284, timestamp = 351619923733843, x = 836, y = 939
date = 2024-06-30 20:35:39.163, timestamp = 351621802156760, x = 220, y = 880
date = 2024-06-30 20:35:41.320, timestamp = 351623959776030, x = 61, y = 657
date = 2024-06-30 20:35:43.303, timestamp = 351625942933843, x = 613, y = 1221
date = 2024-06-30 20:35:45.216, timestamp = 351627855890092, x = 1014, y = 1452
date = 2024-06-30 20:35:47.121, timestamp = 351629760202592, x = 876, y = 684
date = 2024-06-30 20:35:49.064, timestamp = 351631703595821, x = 1022, y = 976
date = 2024-06-30 20:35:50.967, timestamp = 351633606248425, x = 558, y = 1213
date = 2024-06-30 20:35:53.002, timestamp = 351635641910924, x = 144, y = 496
date = 2024-06-30 20:35:54.944, timestamp = 351637583236445, x = 1025, y = 1932
date = 2024-06-30 20:35:56.714, timestamp = 351639353210924, x = 644, y = 1592
date = 2024-06-30 20:35:58.493, timestamp = 351641132829153, x = 1020, y = 967
date = 2024-06-30 20:36:00.305, timestamp = 351642944860923, x = 332, y = 1335
date = 2024-06-30 20:36:02.224, timestamp = 351644863231235, x = 68, y = 889
date = 2024-06-30 20:36:04.055, timestamp = 351646694235402, x = 149, y = 841
date = 2024-06-30 20:36:05.795, timestamp = 351648434574464, x = 747, y = 595
date = 2024-06-30 20:36:07.617, timestamp = 351650255979151, x = 407, y = 657
date = 2024-06-30 20:36:09.656, timestamp = 351652295396859, x = 470, y = 1758
date = 2024-06-30 20:36:11.663, timestamp = 351654302656755, x = 822, y = 2078
date = 2024-06-30 20:36:13.614, timestamp = 351656253034359, x = 683, y = 1377
date = 2024-06-30 20:36:15.497, timestamp = 351658136066129, x = 61, y = 536
date = 2024-06-30 20:36:17.460, timestamp = 351660099901546, x = 947, y = 928
date = 2024-06-30 20:36:19.461, timestamp = 351662100469774, x = 734, y = 1940
date = 2024-06-30 20:36:21.430, timestamp = 351664069624462, x = 1021, y = 2015
date = 2024-06-30 20:36:23.474, timestamp = 351666112949982, x = 552, y = 1600
date = 2024-06-30 20:36:25.421, timestamp = 351668060535399, x = 414, y = 1406
date = 2024-06-30 20:36:27.668, timestamp = 351670307744773, x = 304, y = 694
date = 2024-06-30 20:36:29.717, timestamp = 351672356830710, x = 865, y = 735
date = 2024-06-30 20:36:31.686, timestamp = 351674325108314, x = 568, y = 1509
date = 2024-06-30 20:36:33.942, timestamp = 351676581488001, x = 928, y = 2055
date = 2024-06-30 20:36:35.776, timestamp = 351678415586439, x = 899, y = 1325
date = 2024-06-30 20:36:37.684, timestamp = 351680323182272, x = 311, y = 834
date = 2024-06-30 20:36:39.772, timestamp = 351682410995813, x = 520, y = 107
date = 2024-06-30 20:36:41.621, timestamp = 351684260493729, x = 410, y = 785
date = 2024-06-30 20:36:43.591, timestamp = 351686230811437, x = 618, y = 1075
date = 2024-06-30 20:36:45.372, timestamp = 351688011528104, x = 536, y = 642
date = 2024-06-30 20:36:47.592, timestamp = 351690231598416, x = 1002, y = 1209
date = 2024-06-30 20:36:49.431, timestamp = 351692070408312, x = 77, y = 1078
date = 2024-06-30 20:36:51.253, timestamp = 351693892664561, x = 622, y = 818
date = 2024-06-30 20:36:53.031, timestamp = 351695670835915, x = 748, y = 878
date = 2024-06-30 20:36:55.046, timestamp = 351697685795290, x = 408, y = 1717
date = 2024-06-30 20:36:56.815, timestamp = 351699454088519, x = 444, y = 1042
date = 2024-06-30 20:36:58.497, timestamp = 351701135996331, x = 626, y = 766
date = 2024-06-30 20:37:00.372, timestamp = 351703011110914, x = 951, y = 95
date = 2024-06-30 20:37:02.290, timestamp = 351704929751539, x = 982, y = 938
date = 2024-06-30 20:37:04.020, timestamp = 351706658961434, x = 375, y = 613
date = 2024-06-30 20:37:05.722, timestamp = 351708361500497, x = 644, y = 484
date = 2024-06-30 20:37:07.698, timestamp = 351710337787996, x = 575, y = 73
date = 2024-06-30 20:37:09.447, timestamp = 351712086097371, x = 524, y = 526
date = 2024-06-30 20:37:11.305, timestamp = 351713943943725, x = 295, y = 432
date = 2024-06-30 20:37:13.224, timestamp = 351715863130704, x = 603, y = 1638
date = 2024-06-30 20:37:15.208, timestamp = 351717847915599, x = 436, y = 1612
date = 2024-06-30 20:37:17.109, timestamp = 351719748077057, x = 178, y = 294
date = 2024-06-30 20:37:19.146, timestamp = 351721785683307, x = 532, y = 1847
date = 2024-06-30 20:37:21.148, timestamp = 351723787574453, x = 626, y = 1914
date = 2024-06-30 20:37:23.058, timestamp = 351725697398931, x = 769, y = 1865
date = 2024-06-30 20:37:24.746, timestamp = 351727385756744, x = 446, y = 350
date = 2024-06-30 20:37:26.781, timestamp = 351729420066639, x = 70, y = 1932
date = 2024-06-30 20:37:29.090, timestamp = 351731729177576, x = 480, y = 1488
date = 2024-06-30 20:37:30.852, timestamp = 351733491112993, x = 305, y = 1262
date = 2024-06-30 20:37:32.864, timestamp = 351735503055180, x = 1031, y = 1945
date = 2024-06-30 20:37:34.661, timestamp = 351737300202576, x = 975, y = 113
date = 2024-06-30 20:37:36.429, timestamp = 351739068702054, x = 511, y = 205
date = 2024-06-30 20:37:38.171, timestamp = 351740810305179, x = 238, y = 178
date = 2024-06-30 20:37:39.913, timestamp = 351742552872366, x = 398, y = 125
date = 2024-06-30 20:37:42.007, timestamp = 351744646418720, x = 494, y = 2049
date = 2024-06-30 20:37:44.033, timestamp = 351746672486949, x = 925, y = 356
date = 2024-06-30 20:37:45.915, timestamp = 351748554540595, x = 76, y = 1932
date = 2024-06-30 20:37:48.005, timestamp = 351750644686428, x = 890, y = 1564
date = 2024-06-30 20:37:49.819, timestamp = 351752458684344, x = 945, y = 801
date = 2024-06-30 20:37:51.614, timestamp = 351754253583302, x = 551, y = 505
date = 2024-06-30 20:37:53.539, timestamp = 351756178232260, x = 278, y = 1286
date = 2024-06-30 20:37:55.396, timestamp = 351758035149968, x = 588, y = 1585
date = 2024-06-30 20:37:57.588, timestamp = 351760227606218, x = 65, y = 67
date = 2024-06-30 20:37:59.478, timestamp = 351762117830697, x = 258, y = 1015
date = 2024-06-30 20:38:01.612, timestamp = 351764251782780, x = 733, y = 1855
date = 2024-06-30 20:38:03.542, timestamp = 351766181007779, x = 152, y = 589
date = 2024-06-30 20:38:05.170, timestamp = 351767809220800, x = 493, y = 1139
date = 2024-06-30 20:38:05.435, timestamp = 351768074874967, x = 525, y = 1165
date = 2024-06-30 20:38:07.412, timestamp = 351770051192154, x = 801, y = 1612
date = 2024-06-30 20:38:09.426, timestamp = 351772065417674, x = 841, y = 1475
date = 2024-06-30 20:38:11.269, timestamp = 351773908519237, x = 911, y = 435
date = 2024-06-30 20:38:13.277, timestamp = 351775916089028, x = 93, y = 475
date = 2024-06-30 20:38:15.145, timestamp = 351777784471840, x = 274, y = 193
date = 2024-06-30 20:38:16.994, timestamp = 351779633401007, x = 318, y = 156
date = 2024-06-30 20:38:18.898, timestamp = 351781537217673, x = 313, y = 772
date = 2024-06-30 20:38:20.945, timestamp = 351783584946318, x = 397, y = 1751
date = 2024-06-30 20:38:22.829, timestamp = 351785468167672, x = 468, y = 2067
date = 2024-06-30 20:38:24.862, timestamp = 351787501864547, x = 101, y = 221
date = 2024-06-30 20:38:26.730, timestamp = 351789369735901, x = 461, y = 92
date = 2024-06-30 20:38:28.614, timestamp = 351791253287463, x = 341, y = 1122
date = 2024-06-30 20:38:30.604, timestamp = 351793243228088, x = 400, y = 1242
date = 2024-06-30 20:38:32.716, timestamp = 351795355324442, x = 810, y = 810
date = 2024-06-30 20:38:34.955, timestamp = 351797594141629, x = 840, y = 1522
date = 2024-06-30 20:38:36.898, timestamp = 351799537461420, x = 122, y = 1512
date = 2024-06-30 20:38:38.954, timestamp = 351801593221837, x = 137, y = 1835
date = 2024-06-30 20:38:40.994, timestamp = 351803633449440, x = 693, y = 1837
date = 2024-06-30 20:38:43.006, timestamp = 351805645341107, x = 517, y = 832
date = 2024-06-30 20:38:44.998, timestamp = 351807637736940, x = 911, y = 1535
date = 2024-06-30 20:38:47.028, timestamp = 351809667034335, x = 734, y = 1070
date = 2024-06-30 20:38:49.008, timestamp = 351811646955689, x = 966, y = 409
