date = 2024-06-30 19:50:26.018, timestamp = 348908657828528, x = 810, y = 1291
date = 2024-06-30 19:50:27.832, timestamp = 348910471592590, x = 715, y = 2029
date = 2024-06-30 19:50:29.756, timestamp = 348912394985819, x = 166, y = 1755
date = 2024-06-30 19:50:31.730, timestamp = 348914369651965, x = 846, y = 2059
date = 2024-06-30 19:50:33.588, timestamp = 348916226993110, x = 92, y = 421
date = 2024-06-30 19:50:35.473, timestamp = 348918112898318, x = 354, y = 1999
date = 2024-06-30 19:50:37.489, timestamp = 348920128726443, x = 122, y = 515
date = 2024-06-30 19:50:39.402, timestamp = 348922041262380, x = 86, y = 324
date = 2024-06-30 19:50:41.194, timestamp = 348923833223838, x = 99, y = 738
date = 2024-06-30 19:50:43.006, timestamp = 348925645563421, x = 860, y = 1444
date = 2024-06-30 19:50:45.034, timestamp = 348927673687379, x = 81, y = 1000
date = 2024-06-30 19:50:46.944, timestamp = 348929583474879, x = 98, y = 855
date = 2024-06-30 19:50:48.784, timestamp = 348931423921754, x = 345, y = 1593
date = 2024-06-30 19:50:50.468, timestamp = 348933107349358, x = 786, y = 509
date = 2024-06-30 19:50:52.658, timestamp = 348935297732691, x = 137, y = 520
date = 2024-06-30 19:50:54.598, timestamp = 348937236992065, x = 106, y = 1446
date = 2024-06-30 19:50:56.244, timestamp = 348938882979565, x = 803, y = 596
date = 2024-06-30 19:50:58.156, timestamp = 348940795637898, x = 414, y = 1173
date = 2024-06-30 19:50:59.924, timestamp = 348942563385814, x = 480, y = 1242
date = 2024-06-30 19:51:02.310, timestamp = 348944949543627, x = 483, y = 174
date = 2024-06-30 19:51:04.147, timestamp = 348946786258210, x = 822, y = 587
date = 2024-06-30 19:51:06.060, timestamp = 348948699554043, x = 329, y = 292
date = 2024-06-30 19:51:08.027, timestamp = 348950666899876, x = 669, y = 1859
date = 2024-06-30 19:51:09.836, timestamp = 348952475406646, x = 280, y = 1590
date = 2024-06-30 19:51:11.892, timestamp = 348954531171229, x = 90, y = 346
date = 2024-06-30 19:51:13.792, timestamp = 348956431553000, x = 165, y = 1761
date = 2024-06-30 19:51:15.979, timestamp = 348958618064979, x = 988, y = 667
date = 2024-06-30 19:51:18.360, timestamp = 348960999025395, x = 87, y = 827
date = 2024-06-30 19:51:20.783, timestamp = 348963422819145, x = 392, y = 1300
date = 2024-06-30 19:51:22.762, timestamp = 348965401435290, x = 934, y = 1508
date = 2024-06-30 19:51:24.957, timestamp = 348967596392581, x = 723, y = 516
date = 2024-06-30 19:51:27.184, timestamp = 348969823846227, x = 64, y = 1874
date = 2024-06-30 19:51:29.149, timestamp = 348971788513414, x = 288, y = 1926
date = 2024-06-30 19:51:31.538, timestamp = 348974177264455, x = 325, y = 1712
date = 2024-06-30 19:51:33.816, timestamp = 348976455432163, x = 1004, y = 91
date = 2024-06-30 19:51:36.009, timestamp = 348978648730080, x = 383, y = 1479
date = 2024-06-30 19:51:38.002, timestamp = 348980641015496, x = 223, y = 1914
date = 2024-06-30 19:51:39.882, timestamp = 348982521310808, x = 1018, y = 267
date = 2024-06-30 19:51:41.713, timestamp = 348984352529558, x = 237, y = 1623
date = 2024-06-30 19:51:43.548, timestamp = 348986187759245, x = 561, y = 450
date = 2024-06-30 19:51:45.427, timestamp = 348988066789974, x = 280, y = 843
date = 2024-06-30 19:51:47.367, timestamp = 348990006792057, x = 807, y = 877
date = 2024-06-30 19:51:49.048, timestamp = 348991686980078, x = 879, y = 988
date = 2024-06-30 19:51:50.817, timestamp = 348993456338411, x = 549, y = 869
date = 2024-06-30 19:51:52.591, timestamp = 348995230316015, x = 867, y = 1125
date = 2024-06-30 19:51:54.457, timestamp = 348997096293098, x = 800, y = 1704
date = 2024-06-30 19:51:56.314, timestamp = 348998953263931, x = 101, y = 1429
date = 2024-06-30 19:51:58.101, timestamp = 349000739960806, x = 394, y = 864
date = 2024-06-30 19:51:59.913, timestamp = 349002552880597, x = 241, y = 692
date = 2024-06-30 19:52:01.780, timestamp = 349004419140493, x = 249, y = 1606
date = 2024-06-30 19:52:03.653, timestamp = 349006292696742, x = 980, y = 736
date = 2024-06-30 19:52:05.485, timestamp = 349008124884763, x = 920, y = 865
date = 2024-06-30 19:52:07.164, timestamp = 349009803482158, x = 710, y = 701
date = 2024-06-30 19:52:09.199, timestamp = 349011838866012, x = 78, y = 2024
date = 2024-06-30 19:52:11.241, timestamp = 349013880104033, x = 309, y = 308
date = 2024-06-30 19:52:13.389, timestamp = 349016028223303, x = 541, y = 917
date = 2024-06-30 19:52:16.023, timestamp = 349018662732157, x = 124, y = 128
date = 2024-06-30 19:52:17.987, timestamp = 349020626292053, x = 76, y = 1415
date = 2024-06-30 19:52:19.775, timestamp = 349022414913927, x = 549, y = 1391
date = 2024-06-30 19:52:21.611, timestamp = 349024250834760, x = 699, y = 1734
date = 2024-06-30 19:52:23.662, timestamp = 349026301271739, x = 394, y = 181
date = 2024-06-30 19:52:25.578, timestamp = 349028217893614, x = 340, y = 911
date = 2024-06-30 19:52:27.453, timestamp = 349030092711322, x = 341, y = 1176
date = 2024-06-30 19:52:29.226, timestamp = 349031865196738, x = 690, y = 679
date = 2024-06-30 19:52:31.343, timestamp = 349033982938405, x = 787, y = 906
date = 2024-06-30 19:52:33.347, timestamp = 349035986388404, x = 986, y = 779
date = 2024-06-30 19:52:35.273, timestamp = 349037912566529, x = 787, y = 1589
date = 2024-06-30 19:52:37.138, timestamp = 349039777771216, x = 342, y = 397
date = 2024-06-30 19:52:38.959, timestamp = 349041598169654, x = 449, y = 1607
date = 2024-06-30 19:52:40.726, timestamp = 349043365802466, x = 675, y = 1186
date = 2024-06-30 19:52:42.584, timestamp = 349045223670174, x = 433, y = 753
date = 2024-06-30 19:52:44.640, timestamp = 349047279949340, x = 869, y = 1600
date = 2024-06-30 19:52:46.413, timestamp = 349049052263923, x = 994, y = 992
date = 2024-06-30 19:52:48.220, timestamp = 349050859745694, x = 735, y = 606
date = 2024-06-30 19:52:49.995, timestamp = 349052634925902, x = 107, y = 1755
date = 2024-06-30 19:52:51.893, timestamp = 349054532504027, x = 1029, y = 1418
date = 2024-06-30 19:52:53.736, timestamp = 349056375056630, x = 592, y = 1873
date = 2024-06-30 19:52:55.585, timestamp = 349058224316005, x = 867, y = 1827
date = 2024-06-30 19:52:57.801, timestamp = 349060440235796, x = 280, y = 251
date = 2024-06-30 19:52:59.723, timestamp = 349062362323817, x = 153, y = 1575
date = 2024-06-30 19:53:01.728, timestamp = 349064367372254, x = 971, y = 1791
date = 2024-06-30 19:53:03.576, timestamp = 349066215775379, x = 710, y = 1891
date = 2024-06-30 19:53:05.790, timestamp = 349068429566524, x = 297, y = 503
date = 2024-06-30 19:53:07.734, timestamp = 349070373489962, x = 896, y = 1618
date = 2024-06-30 19:53:09.557, timestamp = 349072196430066, x = 318, y = 1192
date = 2024-06-30 19:53:11.515, timestamp = 349074154609232, x = 75, y = 1540
date = 2024-06-30 19:53:13.617, timestamp = 349076256434752, x = 835, y = 1351
date = 2024-06-30 19:53:15.487, timestamp = 349078125987877, x = 932, y = 1484
date = 2024-06-30 19:53:18.078, timestamp = 349080717764960, x = 828, y = 1119
date = 2024-06-30 19:53:19.876, timestamp = 349082515897251, x = 166, y = 1888
date = 2024-06-30 19:53:21.893, timestamp = 349084532385272, x = 595, y = 1795
date = 2024-06-30 19:53:23.644, timestamp = 349086283305063, x = 335, y = 1196
date = 2024-06-30 19:53:25.483, timestamp = 349088122287876, x = 55, y = 2041
date = 2024-06-30 19:53:27.334, timestamp = 349089973285271, x = 134, y = 870
date = 2024-06-30 19:53:29.172, timestamp = 349091811404542, x = 878, y = 111
date = 2024-06-30 19:53:31.260, timestamp = 349093899335271, x = 295, y = 106
date = 2024-06-30 19:53:33.153, timestamp = 349095792245687, x = 47, y = 1618
date = 2024-06-30 19:53:34.962, timestamp = 349097601123291, x = 86, y = 1538
date = 2024-06-30 19:53:36.691, timestamp = 349099330873291, x = 397, y = 1039
date = 2024-06-30 19:53:38.569, timestamp = 349101208124332, x = 617, y = 2059
date = 2024-06-30 19:53:40.261, timestamp = 349102900450894, x = 602, y = 980
date = 2024-06-30 19:53:48.989, timestamp = 349111628932143, x = 986, y = 1036
date = 2024-06-30 19:53:54.558, timestamp = 349117197381621, x = 955, y = 782
date = 2024-06-30 19:53:56.425, timestamp = 349119064391517, x = 87, y = 1814
date = 2024-06-30 19:53:58.374, timestamp = 349121013308704, x = 614, y = 1061
date = 2024-06-30 19:54:00.282, timestamp = 349122920938912, x = 1018, y = 45
date = 2024-06-30 19:54:22.058, timestamp = 349144697898284, x = 214, y = 1920
date = 2024-06-30 19:54:23.850, timestamp = 349146489388388, x = 500, y = 1327
date = 2024-06-30 19:54:25.610, timestamp = 349148249262866, x = 545, y = 1070
date = 2024-06-30 19:54:27.427, timestamp = 349150066667554, x = 537, y = 1307
date = 2024-06-30 19:54:29.466, timestamp = 349152105445678, x = 87, y = 260
date = 2024-06-30 19:54:31.308, timestamp = 349153947456095, x = 582, y = 420
date = 2024-06-30 19:54:33.204, timestamp = 349155843442553, x = 574, y = 1791
date = 2024-06-30 19:54:35.083, timestamp = 349157722130573, x = 373, y = 2018
date = 2024-06-30 19:54:37.294, timestamp = 349159933225885, x = 418, y = 396
date = 2024-06-30 19:54:39.387, timestamp = 349162026348281, x = 872, y = 720
date = 2024-06-30 19:54:41.276, timestamp = 349163915290468, x = 414, y = 901
date = 2024-06-30 19:54:44.092, timestamp = 349166731870676, x = 67, y = 1711
date = 2024-06-30 19:54:45.887, timestamp = 349168526453488, x = 477, y = 1648
date = 2024-06-30 19:54:47.925, timestamp = 349170564535780, x = 562, y = 513
date = 2024-06-30 19:54:49.891, timestamp = 349172530918592, x = 205, y = 220
date = 2024-06-30 19:54:52.003, timestamp = 349174642812342, x = 182, y = 1082
date = 2024-06-30 19:54:55.923, timestamp = 349178562205049, x = 444, y = 830
date = 2024-06-30 19:54:57.966, timestamp = 349180605081611, x = 667, y = 1844
date = 2024-06-30 19:54:59.736, timestamp = 349182375421715, x = 537, y = 661
date = 2024-06-30 19:55:03.552, timestamp = 349186191759736, x = 1011, y = 540
date = 2024-06-30 19:55:05.279, timestamp = 349187918324840, x = 374, y = 1361
date = 2024-06-30 19:55:07.816, timestamp = 349190455105568, x = 999, y = 886
date = 2024-06-30 19:55:09.582, timestamp = 349192221925360, x = 959, y = 1161
date = 2024-06-30 19:55:11.487, timestamp = 349194126139422, x = 83, y = 793
date = 2024-06-30 19:55:14.692, timestamp = 349197331873796, x = 984, y = 382
date = 2024-06-30 19:55:16.533, timestamp = 349199172368588, x = 687, y = 1663
date = 2024-06-30 19:55:18.308, timestamp = 349200946992546, x = 528, y = 943
date = 2024-06-30 19:55:21.062, timestamp = 349203701349316, x = 623, y = 1995
date = 2024-06-30 19:55:22.905, timestamp = 349205544892545, x = 596, y = 1940
date = 2024-06-30 19:55:24.780, timestamp = 349207419613378, x = 588, y = 1407
date = 2024-06-30 19:55:27.024, timestamp = 349209663404524, x = 853, y = 234
date = 2024-06-30 19:55:28.883, timestamp = 349211522383169, x = 853, y = 645
date = 2024-06-30 19:55:30.529, timestamp = 349213167984211, x = 729, y = 636
date = 2024-06-30 19:55:32.663, timestamp = 349215302674315, x = 268, y = 120
date = 2024-06-30 19:55:34.273, timestamp = 349216912759731, x = 881, y = 1432
date = 2024-06-30 19:55:36.309, timestamp = 349218948459210, x = 371, y = 54
date = 2024-06-30 19:55:38.026, timestamp = 349220665042543, x = 659, y = 1018
date = 2024-06-30 19:55:39.998, timestamp = 349222637213897, x = 130, y = 1044
date = 2024-06-30 19:55:42.236, timestamp = 349224874973271, x = 967, y = 728
date = 2024-06-30 19:55:44.635, timestamp = 349227274279000, x = 240, y = 464
date = 2024-06-30 19:55:46.263, timestamp = 349228901962854, x = 840, y = 1217
date = 2024-06-30 19:55:47.949, timestamp = 349230588508166, x = 235, y = 1043
date = 2024-06-30 19:55:49.731, timestamp = 349232370127437, x = 918, y = 227
date = 2024-06-30 19:55:51.520, timestamp = 349234159700874, x = 775, y = 1870
date = 2024-06-30 19:55:53.451, timestamp = 349236090716499, x = 400, y = 55
date = 2024-06-30 19:55:55.318, timestamp = 349237957727436, x = 999, y = 1397
date = 2024-06-30 19:55:57.086, timestamp = 349239725698269, x = 429, y = 992
date = 2024-06-30 19:55:58.958, timestamp = 349241597210769, x = 739, y = 473
date = 2024-06-30 19:56:00.941, timestamp = 349243580236289, x = 224, y = 194
date = 2024-06-30 19:56:02.708, timestamp = 349245347737852, x = 789, y = 536
date = 2024-06-30 19:56:04.597, timestamp = 349247236764935, x = 442, y = 395
date = 2024-06-30 19:56:06.310, timestamp = 349248949626914, x = 905, y = 1050
date = 2024-06-30 19:56:08.040, timestamp = 349250679867538, x = 289, y = 1343
date = 2024-06-30 19:56:09.848, timestamp = 349252487228476, x = 925, y = 694
date = 2024-06-30 19:56:11.622, timestamp = 349254260970142, x = 651, y = 1055
date = 2024-06-30 19:56:13.503, timestamp = 349256142371704, x = 328, y = 756
date = 2024-06-30 19:56:15.398, timestamp = 349258037743058, x = 755, y = 242
date = 2024-06-30 19:56:17.347, timestamp = 349259986096183, x = 85, y = 2032
date = 2024-06-30 19:56:19.319, timestamp = 349261958067016, x = 183, y = 113
date = 2024-06-30 19:56:21.215, timestamp = 349263854895661, x = 181, y = 227
date = 2024-06-30 19:56:22.873, timestamp = 349265512279515, x = 713, y = 939
date = 2024-06-30 19:56:24.464, timestamp = 349267103898265, x = 716, y = 1020
date = 2024-06-30 19:56:26.168, timestamp = 349268807201911, x = 208, y = 1428
date = 2024-06-30 19:56:27.938, timestamp = 349270576989931, x = 131, y = 1446
date = 2024-06-30 19:56:29.893, timestamp = 349272532900347, x = 831, y = 207
date = 2024-06-30 19:56:31.799, timestamp = 349274438634201, x = 366, y = 223
date = 2024-06-30 19:56:33.583, timestamp = 349276221973784, x = 417, y = 989
date = 2024-06-30 19:56:35.596, timestamp = 349278235771180, x = 731, y = 433
date = 2024-06-30 19:56:37.203, timestamp = 349279842587846, x = 874, y = 1417
date = 2024-06-30 19:56:39.046, timestamp = 349281685261284, x = 153, y = 1198
date = 2024-06-30 19:56:40.794, timestamp = 349283433687846, x = 352, y = 1193
date = 2024-06-30 19:56:42.788, timestamp = 349285427124825, x = 320, y = 625
date = 2024-06-30 19:56:44.703, timestamp = 349287342267533, x = 771, y = 303
date = 2024-06-30 19:56:46.593, timestamp = 349289232799824, x = 403, y = 530
date = 2024-06-30 19:56:48.389, timestamp = 349291028840970, x = 97, y = 1870
date = 2024-06-30 19:56:50.237, timestamp = 349292876720657, x = 399, y = 565
date = 2024-06-30 19:56:51.958, timestamp = 349294597348261, x = 980, y = 1166
date = 2024-06-30 19:56:53.649, timestamp = 349296288737323, x = 908, y = 1377
date = 2024-06-30 19:56:55.478, timestamp = 349298116947739, x = 243, y = 1576
date = 2024-06-30 19:56:57.417, timestamp = 349300056589927, x = 844, y = 157
date = 2024-06-30 19:56:59.131, timestamp = 349301770540447, x = 1014, y = 731
date = 2024-06-30 19:57:01.048, timestamp = 349303687152426, x = 55, y = 506
date = 2024-06-30 19:57:02.822, timestamp = 349305461199822, x = 575, y = 600
date = 2024-06-30 19:57:04.788, timestamp = 349307427486280, x = 551, y = 292
date = 2024-06-30 19:57:06.694, timestamp = 349309333503467, x = 509, y = 866
date = 2024-06-30 19:57:09.598, timestamp = 349312237586279, x = 59, y = 59
date = 2024-06-30 19:57:11.298, timestamp = 349313937237320, x = 353, y = 1486
date = 2024-06-30 19:57:13.165, timestamp = 349315804908153, x = 961, y = 935
date = 2024-06-30 19:57:14.969, timestamp = 349317608706591, x = 677, y = 449
date = 2024-06-30 19:57:16.748, timestamp = 349319387725861, x = 945, y = 493
date = 2024-06-30 19:57:18.645, timestamp = 349321284317007, x = 984, y = 1470
date = 2024-06-30 19:57:20.531, timestamp = 349323170401902, x = 92, y = 1472
date = 2024-06-30 19:57:22.266, timestamp = 349324905419089, x = 599, y = 1069
date = 2024-06-30 19:57:24.015, timestamp = 349326654738881, x = 681, y = 876
date = 2024-06-30 19:57:25.835, timestamp = 349328474353464, x = 280, y = 1352
date = 2024-06-30 19:57:27.798, timestamp = 349330437269089, x = 907, y = 348
date = 2024-06-30 19:57:29.924, timestamp = 349332563212317, x = 977, y = 168
date = 2024-06-30 19:57:31.595, timestamp = 349334234227942, x = 627, y = 1252
date = 2024-06-30 19:57:33.638, timestamp = 349336277338359, x = 456, y = 602
date = 2024-06-30 19:57:35.420, timestamp = 349338058937837, x = 122, y = 1952
date = 2024-06-30 19:57:37.190, timestamp = 349339829470650, x = 159, y = 1509
date = 2024-06-30 19:57:38.946, timestamp = 349341585626899, x = 681, y = 1159
date = 2024-06-30 19:57:40.894, timestamp = 349343532999295, x = 802, y = 828
date = 2024-06-30 19:57:42.637, timestamp = 349345276423253, x = 357, y = 841
date = 2024-06-30 19:57:44.575, timestamp = 349347214822732, x = 111, y = 1208
date = 2024-06-30 19:57:46.642, timestamp = 349349281330544, x = 536, y = 667
date = 2024-06-30 19:57:48.564, timestamp = 349351203009710, x = 111, y = 955
date = 2024-06-30 19:57:50.341, timestamp = 349352980145127, x = 1016, y = 864
date = 2024-06-30 19:57:52.319, timestamp = 349354958748252, x = 784, y = 92
date = 2024-06-30 19:57:54.422, timestamp = 349357061290960, x = 912, y = 1874
date = 2024-06-30 19:57:56.239, timestamp = 349358878587834, x = 213, y = 2012
date = 2024-06-30 19:57:58.323, timestamp = 349360962178459, x = 174, y = 543
date = 2024-06-30 19:58:01.368, timestamp = 349364007019604, x = 453, y = 984
date = 2024-06-30 19:58:03.359, timestamp = 349365998662312, x = 785, y = 913
date = 2024-06-30 19:58:06.038, timestamp = 349368677356062, x = 507, y = 594
date = 2024-06-30 19:58:08.611, timestamp = 349371250645645, x = 410, y = 294
date = 2024-06-30 19:58:10.653, timestamp = 349373292258145, x = 86, y = 903
date = 2024-06-30 19:58:12.578, timestamp = 349375217520644, x = 169, y = 903
date = 2024-06-30 19:58:14.887, timestamp = 349377526625331, x = 570, y = 453
date = 2024-06-30 19:58:16.804, timestamp = 349379443195123, x = 243, y = 1073
date = 2024-06-30 19:58:18.790, timestamp = 349381429248247, x = 589, y = 914
date = 2024-06-30 19:58:21.167, timestamp = 349383806046685, x = 570, y = 1754
date = 2024-06-30 19:58:23.027, timestamp = 349385666589393, x = 217, y = 1796
date = 2024-06-30 19:58:25.001, timestamp = 349387640724809, x = 697, y = 1904
date = 2024-06-30 19:58:27.025, timestamp = 349389664231580, x = 798, y = 1604
date = 2024-06-30 19:58:28.940, timestamp = 349391579449288, x = 81, y = 322
date = 2024-06-30 19:58:31.094, timestamp = 349393733600329, x = 951, y = 712
date = 2024-06-30 19:58:33.008, timestamp = 349395647178974, x = 108, y = 529
date = 2024-06-30 19:58:35.340, timestamp = 349397979385224, x = 260, y = 393
date = 2024-06-30 19:58:37.165, timestamp = 349399803955016, x = 571, y = 1222
date = 2024-06-30 19:58:39.146, timestamp = 349401784972203, x = 451, y = 738
date = 2024-06-30 19:58:40.882, timestamp = 349403520955536, x = 740, y = 1398
date = 2024-06-30 19:58:42.745, timestamp = 349405384255536, x = 454, y = 644
date = 2024-06-30 19:58:44.702, timestamp = 349407341459181, x = 51, y = 596
date = 2024-06-30 19:58:46.659, timestamp = 349409298773764, x = 275, y = 85
date = 2024-06-30 19:58:48.586, timestamp = 349411225761785, x = 981, y = 232
date = 2024-06-30 19:58:50.169, timestamp = 349412808370118, x = 691, y = 1680
date = 2024-06-30 19:58:51.975, timestamp = 349414614333138, x = 570, y = 285
date = 2024-06-30 19:58:53.705, timestamp = 349416344917513, x = 589, y = 1773
date = 2024-06-30 19:58:55.462, timestamp = 349418101039388, x = 436, y = 1851
date = 2024-06-30 19:58:57.250, timestamp = 349419889033658, x = 721, y = 1767
date = 2024-06-30 19:58:58.790, timestamp = 349421429251887, x = 281, y = 1753
date = 2024-06-30 19:59:00.502, timestamp = 349423141388866, x = 767, y = 1857
date = 2024-06-30 19:59:02.278, timestamp = 349424917847720, x = 323, y = 940
date = 2024-06-30 19:59:03.990, timestamp = 349426629792511, x = 356, y = 493
date = 2024-06-30 19:59:05.763, timestamp = 349428402489907, x = 141, y = 646
date = 2024-06-30 19:59:07.782, timestamp = 349430421705532, x = 984, y = 1657
date = 2024-06-30 19:59:09.671, timestamp = 349432310261261, x = 990, y = 1582
date = 2024-06-30 19:59:11.411, timestamp = 349434050072198, x = 487, y = 851
date = 2024-06-30 19:59:13.443, timestamp = 349436082555010, x = 971, y = 1271
date = 2024-06-30 19:59:15.279, timestamp = 349437918309697, x = 731, y = 1967
date = 2024-06-30 19:59:17.040, timestamp = 349439679245634, x = 325, y = 838
date = 2024-06-30 19:59:18.732, timestamp = 349441371348759, x = 426, y = 879
date = 2024-06-30 19:59:20.478, timestamp = 349443117789905, x = 90, y = 1019
date = 2024-06-30 19:59:22.231, timestamp = 349444870441988, x = 336, y = 1391
date = 2024-06-30 19:59:24.011, timestamp = 349446650322717, x = 539, y = 609
date = 2024-06-30 19:59:25.864, timestamp = 349448503422716, x = 239, y = 165
date = 2024-06-30 19:59:27.600, timestamp = 349450239727404, x = 235, y = 1912
date = 2024-06-30 19:59:29.348, timestamp = 349451987298758, x = 603, y = 1393
date = 2024-06-30 19:59:31.242, timestamp = 349453880995111, x = 76, y = 702
date = 2024-06-30 19:59:32.977, timestamp = 349455616140424, x = 803, y = 870
date = 2024-06-30 19:59:34.880, timestamp = 349457519390944, x = 236, y = 502
date = 2024-06-30 19:59:36.602, timestamp = 349459241651361, x = 372, y = 1492
date = 2024-06-30 19:59:38.448, timestamp = 349461087019590, x = 992, y = 646
date = 2024-06-30 19:59:40.449, timestamp = 349463088915943, x = 91, y = 121
date = 2024-06-30 19:59:42.239, timestamp = 349464878291464, x = 127, y = 1527
date = 2024-06-30 19:59:44.202, timestamp = 349466840993026, x = 244, y = 43
date = 2024-06-30 19:59:45.931, timestamp = 349468570752922, x = 737, y = 133
date = 2024-06-30 19:59:47.919, timestamp = 349470558192505, x = 88, y = 30
date = 2024-06-30 19:59:49.705, timestamp = 349472344694067, x = 713, y = 504
date = 2024-06-30 19:59:51.524, timestamp = 349474163294067, x = 926, y = 436
date = 2024-06-30 19:59:53.311, timestamp = 349475950508129, x = 505, y = 1174
date = 2024-06-30 19:59:55.085, timestamp = 349477724351358, x = 844, y = 685
date = 2024-06-30 19:59:56.939, timestamp = 349479578896670, x = 860, y = 1764
date = 2024-06-30 19:59:58.625, timestamp = 349481264539899, x = 631, y = 1921
date = 2024-06-30 20:00:00.435, timestamp = 349483074622711, x = 812, y = 292
date = 2024-06-30 20:00:02.131, timestamp = 349484770503961, x = 591, y = 155
date = 2024-06-30 20:00:03.883, timestamp = 349486522069065, x = 345, y = 373
date = 2024-06-30 20:00:05.747, timestamp = 349488386738335, x = 728, y = 249
date = 2024-06-30 20:00:08.550, timestamp = 349491189015939, x = 746, y = 386
date = 2024-06-30 20:00:11.342, timestamp = 349493981069584, x = 719, y = 1477
date = 2024-06-30 20:00:13.302, timestamp = 349495941434168, x = 468, y = 807
date = 2024-06-30 20:00:15.190, timestamp = 349497829809167, x = 285, y = 1164
date = 2024-06-30 20:00:17.245, timestamp = 349499884859167, x = 694, y = 2011
date = 2024-06-30 20:00:19.306, timestamp = 349501945362812, x = 252, y = 1424
date = 2024-06-30 20:00:21.182, timestamp = 349503821750312, x = 185, y = 317
date = 2024-06-30 20:00:23.197, timestamp = 349505835933645, x = 701, y = 1831
date = 2024-06-30 20:00:24.911, timestamp = 349507550763853, x = 505, y = 185
date = 2024-06-30 20:00:26.833, timestamp = 349509472911770, x = 105, y = 561
date = 2024-06-30 20:00:28.686, timestamp = 349511325511249, x = 1029, y = 1702
date = 2024-06-30 20:00:30.598, timestamp = 349513237100832, x = 465, y = 712
date = 2024-06-30 20:00:32.346, timestamp = 349514985406560, x = 863, y = 468
date = 2024-06-30 20:00:34.173, timestamp = 349516811975831, x = 607, y = 1520
date = 2024-06-30 20:00:35.991, timestamp = 349518630384164, x = 421, y = 1753
date = 2024-06-30 20:00:37.934, timestamp = 349520573333643, x = 980, y = 898
date = 2024-06-30 20:00:39.748, timestamp = 349522387647705, x = 852, y = 91
date = 2024-06-30 20:00:41.728, timestamp = 349524367618538, x = 134, y = 2032
date = 2024-06-30 20:00:43.524, timestamp = 349526163788850, x = 992, y = 1791
date = 2024-06-30 20:00:45.442, timestamp = 349528081208121, x = 91, y = 631
date = 2024-06-30 20:00:47.164, timestamp = 349529803259162, x = 401, y = 412
date = 2024-06-30 20:00:48.973, timestamp = 349531612281037, x = 366, y = 1572
date = 2024-06-30 20:00:50.739, timestamp = 349533378183641, x = 256, y = 2009
date = 2024-06-30 20:00:52.495, timestamp = 349535133897703, x = 856, y = 446
date = 2024-06-30 20:00:54.403, timestamp = 349537042588849, x = 882, y = 1916
date = 2024-06-30 20:00:56.162, timestamp = 349538801841973, x = 368, y = 1195
date = 2024-06-30 20:00:58.477, timestamp = 349541116416452, x = 1026, y = 1332
date = 2024-06-30 20:01:00.836, timestamp = 349543475886764, x = 75, y = 841
date = 2024-06-30 20:01:02.679, timestamp = 349545318671139, x = 154, y = 736
date = 2024-06-30 20:01:04.526, timestamp = 349547165111764, x = 200, y = 1778
date = 2024-06-30 20:01:06.361, timestamp = 349549000836764, x = 926, y = 746
date = 2024-06-30 20:01:08.139, timestamp = 349550778739367, x = 415, y = 1763
date = 2024-06-30 20:01:10.624, timestamp = 349553262974263, x = 1047, y = 1424
date = 2024-06-30 20:01:12.867, timestamp = 349555506092492, x = 727, y = 2053
date = 2024-06-30 20:01:14.672, timestamp = 349557311916971, x = 852, y = 1043
date = 2024-06-30 20:01:16.747, timestamp = 349559386706033, x = 930, y = 2055
date = 2024-06-30 20:01:18.725, timestamp = 349561364089366, x = 139, y = 168
date = 2024-06-30 20:01:20.574, timestamp = 349563212934157, x = 170, y = 1334
date = 2024-06-30 20:01:23.158, timestamp = 349565797128428, x = 252, y = 1538
date = 2024-06-30 20:01:25.356, timestamp = 349567995875302, x = 899, y = 1181
date = 2024-06-30 20:01:27.129, timestamp = 349569768372177, x = 182, y = 1464
date = 2024-06-30 20:01:29.169, timestamp = 349571808366968, x = 65, y = 1199
date = 2024-06-30 20:01:30.994, timestamp = 349573633223739, x = 521, y = 825
date = 2024-06-30 20:01:32.768, timestamp = 349575407029468, x = 999, y = 564
date = 2024-06-30 20:01:34.502, timestamp = 349577141065405, x = 415, y = 1768
date = 2024-06-30 20:01:36.450, timestamp = 349579089341447, x = 80, y = 741
date = 2024-06-30 20:01:38.356, timestamp = 349580995119571, x = 982, y = 51
date = 2024-06-30 20:01:40.111, timestamp = 349582750323738, x = 488, y = 1962
date = 2024-06-30 20:01:41.916, timestamp = 349584555252383, x = 744, y = 351
date = 2024-06-30 20:01:43.594, timestamp = 349586233497695, x = 623, y = 849
date = 2024-06-30 20:01:45.429, timestamp = 349588068137799, x = 175, y = 1887
date = 2024-06-30 20:01:47.143, timestamp = 349589782883112, x = 699, y = 1783
date = 2024-06-30 20:01:48.810, timestamp = 349591449087799, x = 807, y = 245
date = 2024-06-30 20:01:50.686, timestamp = 349593325857069, x = 122, y = 245
date = 2024-06-30 20:01:52.488, timestamp = 349595127653423, x = 100, y = 202
date = 2024-06-30 20:01:54.119, timestamp = 349596758506027, x = 912, y = 831
date = 2024-06-30 20:01:55.873, timestamp = 349598512497694, x = 994, y = 1540
date = 2024-06-30 20:01:57.716, timestamp = 349600355475818, x = 383, y = 115
date = 2024-06-30 20:01:59.436, timestamp = 349602074785714, x = 704, y = 2041
date = 2024-06-30 20:02:01.165, timestamp = 349603804628943, x = 747, y = 387
