2024-06-05 16:16:43:894,1717575403894,0.20419668,-0.03722505,9.851776
2024-06-05 16:16:43:895,1717575403895,0.19056888,-0.039628826,9.839748
2024-06-05 16:16:43:897,1717575403897,0.1871308,-0.040567353,9.833485
2024-06-05 16:16:43:900,1717575403900,0.17863618,-0.04330632,9.834184
2024-06-05 16:16:43:901,1717575403901,0.19037735,-0.051120993,9.826761
2024-06-05 16:16:43:903,1717575403903,0.18797356,-0.05588067,9.827671
2024-06-05 16:16:43:905,1717575403905,0.19123925,-0.05233725,9.834202
2024-06-05 16:16:43:907,1717575403907,0.19632454,-0.04642836,9.848567
2024-06-05 16:16:43:909,1717575403909,0.20031807,-0.047366887,9.833781
2024-06-05 16:16:43:911,1717575403911,0.20171627,-0.029678524,9.82612
2024-06-05 16:16:43:913,1717575403913,0.1920437,-0.03353798,9.827959
2024-06-05 16:16:43:916,1717575403916,0.20105548,-0.047165774,9.833207
2024-06-05 16:16:43:917,1717575403917,0.20533632,-0.058322754,9.831597
2024-06-05 16:16:43:919,1717575403919,0.20482875,-0.057681106,9.842927
2024-06-05 16:16:43:921,1717575403921,0.19076999,-0.061617177,9.83561
2024-06-05 16:16:43:923,1717575403923,0.19989668,-0.06037219,9.837947
2024-06-05 16:16:43:925,1717575403925,0.20098844,-0.043804314,9.848003
2024-06-05 16:16:43:927,1717575403927,0.20028934,-0.04912902,9.844718
2024-06-05 16:16:43:929,1717575403929,0.19478267,-0.057566185,9.851872
2024-06-05 16:16:43:931,1717575403931,0.18850987,-0.05464526,9.84761
2024-06-05 16:16:43:933,1717575403933,0.19098069,-0.046466667,9.85304
2024-06-05 16:16:43:935,1717575403935,0.1890366,-0.037588965,9.852513
2024-06-05 16:16:43:937,1717575403937,0.19966684,-0.03539588,9.839565
2024-06-05 16:16:43:939,1717575403939,0.21144632,-0.047491387,9.837363
2024-06-05 16:16:43:941,1717575403941,0.20569065,-0.045240838,9.834997
2024-06-05 16:16:43:943,1717575403943,0.19680338,-0.040787622,9.829912
2024-06-05 16:16:43:945,1717575403945,0.19068381,-0.042645518,9.83131
2024-06-05 16:16:43:947,1717575403947,0.18585709,-0.046370897,9.842401
2024-06-05 16:16:43:949,1717575403949,0.1969566,-0.05303636,9.840063
2024-06-05 16:16:43:951,1717575403951,0.20660044,-0.048698064,9.848635
2024-06-05 16:16:43:953,1717575403953,0.2036508,-0.03422751,9.841356
2024-06-05 16:16:43:955,1717575403955,0.20596838,-0.048650175,9.84762
2024-06-05 16:16:43:957,1717575403957,0.20962672,-0.041927263,9.841586
2024-06-05 16:16:43:959,1717575403959,0.21192515,-0.036669593,9.83176
2024-06-05 16:16:43:961,1717575403961,0.20620781,-0.042846635,9.836176
2024-06-05 16:16:43:963,1717575403963,0.19353768,-0.04582502,9.837545
2024-06-05 16:16:43:965,1717575403965,0.19836439,-0.043019015,9.832307
2024-06-05 16:16:43:967,1717575403967,0.2028272,-0.05116888,9.84241
2024-06-05 16:16:43:969,1717575403969,0.19646819,-0.047606308,9.844785
2024-06-05 16:16:43:971,1717575403971,0.19748333,-0.050536808,9.840275
2024-06-05 16:16:43:973,1717575403973,0.18040788,-0.048228797,9.838503
2024-06-05 16:16:43:975,1717575403975,0.18827045,-0.05047935,9.835074
2024-06-05 16:16:43:977,1717575403977,0.19132544,-0.05091988,9.84807
2024-06-05 16:16:43:979,1717575403979,0.20064367,-0.048247952,9.842209
2024-06-05 16:16:43:981,1717575403981,0.19738756,-0.043536164,9.820249
2024-06-05 16:16:43:983,1717575403983,0.19705239,-0.040050205,9.835601
2024-06-05 16:16:43:985,1717575403985,0.20751025,-0.03552038,9.832096
2024-06-05 16:16:43:987,1717575403987,0.20388065,-0.04352659,9.843569
2024-06-05 16:16:43:989,1717575403989,0.19999246,-0.04049074,9.854247
2024-06-05 16:16:43:991,1717575403991,0.19058803,-0.04718493,9.85689
2024-06-05 16:16:43:993,1717575403993,0.18880674,-0.051839255,9.851862
2024-06-05 16:16:43:995,1717575403995,0.19280028,-0.052433018,9.841117
2024-06-05 16:16:43:997,1717575403997,0.18261056,-0.04903325,9.837985
2024-06-05 16:16:43:999,1717575403999,0.18490899,-0.048228797,9.832996
2024-06-05 16:16:44:001,1717575404001,0.17589721,-0.04828626,9.823524
2024-06-05 16:16:44:003,1717575404003,0.18867266,-0.053160854,9.840753
2024-06-05 16:16:44:005,1717575404005,0.19574036,-0.058054604,9.85055
2024-06-05 16:16:44:007,1717575404007,0.18651788,-0.04729985,9.846891
2024-06-05 16:16:44:009,1717575404009,0.18363526,-0.04009809,9.839585
2024-06-05 16:16:44:011,1717575404011,0.18883549,-0.03625779,9.826244
2024-06-05 16:16:44:013,1717575404013,0.18958247,-0.037531506,9.834604
2024-06-05 16:16:44:015,1717575404015,0.20135236,-0.04216668,9.835054
2024-06-05 16:16:44:017,1717575404017,0.1874181,-0.046552856,9.832297
2024-06-05 16:16:44:019,1717575404019,0.19046353,-0.047673345,9.838186
2024-06-05 16:16:44:021,1717575404021,0.19000384,-0.03811569,9.833379
2024-06-05 16:16:44:023,1717575404023,0.2019174,-0.044091616,9.842602
2024-06-05 16:16:44:025,1717575404025,0.20125659,-0.05098692,9.841434
2024-06-05 16:16:44:027,1717575404027,0.19937955,-0.0561967,9.84445
2024-06-05 16:16:44:029,1717575404029,0.19465818,-0.04617936,9.843244
2024-06-05 16:16:44:031,1717575404031,0.19736841,-0.04528872,9.832603
2024-06-05 16:16:44:033,1717575404033,0.18082927,-0.036229063,9.838503
2024-06-05 16:16:44:035,1717575404035,0.19595104,-0.044340614,9.830851
2024-06-05 16:16:44:037,1717575404037,0.19762698,-0.04706043,9.836856
2024-06-05 16:16:44:039,1717575404039,0.20046172,-0.045365334,9.823104
2024-06-05 16:16:44:041,1717575404041,0.1963054,-0.046974234,9.83493
2024-06-05 16:16:44:043,1717575404043,0.19697577,-0.03892014,9.845512
2024-06-05 16:16:44:045,1717575404045,0.19628625,-0.024104822,9.844277
2024-06-05 16:16:44:047,1717575404047,0.2019557,-0.037646428,9.841616
2024-06-05 16:16:44:049,1717575404049,0.19878578,-0.038728606,9.840427
2024-06-05 16:16:44:051,1717575404051,0.19413145,-0.039092526,9.837047
2024-06-05 16:16:44:053,1717575404053,0.1925034,-0.042961556,9.836281
2024-06-05 16:16:44:055,1717575404055,0.18447803,-0.053275775,9.830066
2024-06-05 16:16:44:057,1717575404057,0.18587624,-0.045240838,9.83109
2024-06-05 16:16:44:059,1717575404059,0.19337487,-0.045633484,9.830113
2024-06-05 16:16:44:061,1717575404061,0.18865351,-0.052950166,9.826159
2024-06-05 16:16:44:063,1717575404063,0.19987753,-0.041697416,9.841127
2024-06-05 16:16:44:065,1717575404065,0.19081788,-0.046974234,9.833666
2024-06-05 16:16:44:067,1717575404067,0.19166063,-0.051293377,9.842984
